name,album,media_type,genre,composer,milliseconds,bytes,unitprice,tracks_sold,artist,file
Palco (Live),86,1,7,,238315,8026622,0.99,0,86,
Is This Love (Live),86,1,7,,295262,9819759,0.99,2,86,
Stir It Up (Live),86,1,7,,282409,9594738,0.99,2,86,
Refavela (Live),86,1,7,,236695,7985305,0.99,1,86,
Vendedor De Caranguejo (Live),86,1,7,,248842,8358128,0.99,0,86,
Quanta (Live),86,1,7,,357485,11774865,0.99,1,86,
Estrela (Live),86,1,7,,285309,9436411,0.99,1,86,
Pela Internet (Live),86,1,7,,263471,8804401,0.99,1,86,
Cérebro Eletrônico (Live),86,1,7,,231627,7805352,0.99,0,86,
Opachorô (Live),86,1,7,,259526,8596384,0.99,1,86,
Copacabana (Live),86,1,7,,289671,9673672,0.99,1,86,
A Novidade (Live),86,1,7,,316969,10508000,0.99,2,86,
Ghandi (Live),86,1,7,,222458,7481950,0.99,0,86,
De Ouro E Marfim (Live),86,1,7,,234971,7838453,0.99,1,86,
Doce De Carnaval (Candy All),87,1,2,,356101,11998470,0.99,0,87,
Lamento De Carnaval,87,1,2,,294530,9819276,0.99,2,87,
Pretinha,87,1,2,,265273,8914579,0.99,0,87,
A Novidade,73,1,7,Gilberto Gil,324780,10765600,0.99,0,73,
Tenho Sede,73,1,7,Gilberto Gil,261616,8708114,0.99,0,73,
Refazenda,73,1,7,Gilberto Gil,218305,7237784,0.99,1,73,
Realce,73,1,7,Gilberto Gil,264489,8847612,0.99,1,73,
Esotérico,73,1,7,Gilberto Gil,317779,10530533,0.99,0,73,
Drão,73,1,7,Gilberto Gil,301453,9931950,0.99,0,73,
A Paz,73,1,7,Gilberto Gil,293093,9593064,0.99,1,73,
Beira Mar,73,1,7,Gilberto Gil,295444,9597994,0.99,2,73,
Sampa,73,1,7,Gilberto Gil,225697,7469905,0.99,1,73,
Parabolicamará,73,1,7,Gilberto Gil,284943,9543435,0.99,1,73,
Tempo Rei,73,1,7,Gilberto Gil,302733,10019269,0.99,1,73,
Expresso 2222,73,1,7,Gilberto Gil,284760,9690577,0.99,1,73,
Aquele Abraço,73,1,7,Gilberto Gil,263993,8805003,0.99,1,73,
Palco,73,1,7,Gilberto Gil,270550,9049901,0.99,1,73,
Toda Menina Baiana,73,1,7,Gilberto Gil,278177,9351000,0.99,1,73,
Sítio Do Pica-Pau Amarelo,73,1,7,Gilberto Gil,218070,7217955,0.99,1,73,
Straight Out Of Line,88,1,3,Sully Erna,259213,8511877,0.99,1,88,
Faceless,88,1,3,Sully Erna,216006,6992417,0.99,1,88,
Changes,88,1,3,Sully Erna; Tony Rombola,260022,8455835,0.99,1,88,
Make Me Believe,88,1,3,Sully Erna,248607,8075050,0.99,1,88,
I Stand Alone,88,1,3,Sully Erna,246125,8017041,0.99,0,88,
Re-Align,88,1,3,Sully Erna,260884,8513891,0.99,2,88,
I Fucking Hate You,88,1,3,Sully Erna,247170,8059642,0.99,1,88,
Releasing The Demons,88,1,3,Sully Erna,252760,8276372,0.99,0,88,
Dead And Broken,88,1,3,Sully Erna,251454,8206611,0.99,0,88,
I Am,88,1,3,Sully Erna,239516,7803270,0.99,1,88,
The Awakening,88,1,3,Sully Erna,89547,3035251,0.99,0,88,
Serenity,88,1,3,Sully Erna; Tony Rombola,274834,9172976,0.99,0,88,
American Idiot,89,1,4,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",174419,5705793,0.99,1,89,
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,89,1,4,Billie Joe Armstrong/Green Day,548336,17875209,0.99,1,89,
Holiday,89,1,4,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",232724,7599602,0.99,2,89,
Boulevard Of Broken Dreams,89,1,4,"Mike Dint, Billie Joe, Tré Cool",260858,8485122,0.99,1,89,
Are We The Waiting,89,1,4,Green Day,163004,5328329,0.99,1,89,
St. Jimmy,89,1,4,Green Day,175307,5716589,0.99,1,89,
Give Me Novacaine,89,1,4,Green Day,205871,6752485,0.99,2,89,
She's A Rebel,89,1,4,Green Day,120528,3901226,0.99,0,89,
Extraordinary Girl,89,1,4,Green Day,214021,6975177,0.99,1,89,
Letterbomb,89,1,4,Green Day,246151,7980902,0.99,1,89,
Wake Me Up When September Ends,89,1,4,"Mike Dint, Billie Joe, Tré Cool",285753,9325597,0.99,1,89,
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,89,1,4,Mike Dirnt/Tré Cool,558602,18139840,0.99,1,89,
Whatsername,89,1,4,Green Day,252316,8244843,0.99,2,89,
Welcome to the Jungle,90,2,1,,273552,4538451,0.99,1,90,
It's So Easy,90,2,1,,202824,3394019,0.99,1,90,
Nightrain,90,2,1,,268537,4457283,0.99,0,90,
Out Ta Get Me,90,2,1,,263893,4382147,0.99,1,90,
Mr. Brownstone,90,2,1,,228924,3816323,0.99,1,90,
Paradise City,90,2,1,,406347,6687123,0.99,1,90,
My Michelle,90,2,1,,219961,3671299,0.99,0,90,
Think About You,90,2,1,,231640,3860275,0.99,1,90,
Sweet Child O' Mine,90,2,1,,356424,5879347,0.99,0,90,
You're Crazy,90,2,1,,197135,3301971,0.99,0,90,
Anything Goes,90,2,1,,206400,3451891,0.99,1,90,
Rocket Queen,90,2,1,,375349,6185539,0.99,2,90,
Right Next Door to Hell,91,2,1,,182321,3175950,0.99,1,91,
Dust N' Bones,91,2,1,,298374,5053742,0.99,1,91,
Live and Let Die,91,2,1,,184016,3203390,0.99,1,91,
Don't Cry (Original),91,2,1,,284744,4833259,0.99,1,91,
Perfect Crime,91,2,1,,143637,2550030,0.99,2,91,
You Ain't the First,91,2,1,,156268,2754414,0.99,1,91,
Bad Obsession,91,2,1,,328282,5537678,0.99,1,91,
Back off Bitch,91,2,1,,303436,5135662,0.99,1,91,
Double Talkin' Jive,91,2,1,,203637,3520862,0.99,1,91,
November Rain,91,2,1,,537540,8923566,0.99,0,91,
The Garden,91,2,1,,322175,5438862,0.99,2,91,
Garden of Eden,91,2,1,,161539,2839694,0.99,2,91,
Don't Damn Me,91,2,1,,318901,5385886,0.99,1,91,
Bad Apples,91,2,1,,268351,4567966,0.99,0,91,
Dead Horse,91,2,1,,257600,4394014,0.99,1,91,
Coma,91,2,1,,616511,10201342,0.99,1,91,
Civil War,92,1,3,Duff McKagan/Slash/W. Axl Rose,461165,15046579,0.99,1,92,
14 Years,92,1,3,Izzy Stradlin'/W. Axl Rose,261355,8543664,0.99,1,92,
Yesterdays,92,1,3,Billy/Del James/W. Axl Rose/West Arkeen,196205,6398489,0.99,1,92,
Knockin' On Heaven's Door,92,1,3,Bob Dylan,336457,10986716,0.99,0,92,
Get In The Ring,92,1,3,Duff McKagan/Slash/W. Axl Rose,341054,11134105,0.99,0,92,
Shotgun Blues,92,1,3,W. Axl Rose,203206,6623916,0.99,1,92,
Breakdown,92,1,3,W. Axl Rose,424960,13978284,0.99,2,92,
Pretty Tied Up,92,1,3,Izzy Stradlin',287477,9408754,0.99,1,92,
Locomotive,92,1,3,Slash/W. Axl Rose,522396,17236842,0.99,0,92,
So Fine,92,1,3,Duff McKagan,246491,8039484,0.99,0,92,
Estranged,92,1,3,W. Axl Rose,563800,18343787,0.99,1,92,
You Could Be Mine,92,1,3,Izzy Stradlin'/W. Axl Rose,343875,11207355,0.99,1,92,
Don't Cry,92,1,3,Izzy Stradlin'/W. Axl Rose,284238,9222458,0.99,1,92,
My World,92,1,3,W. Axl Rose,84532,2764045,0.99,0,92,
Colibri,93,1,2,Richard Bull,361012,12055329,0.99,1,93,
Love Is The Colour,93,1,2,R. Carless,251585,8419165,0.99,0,93,
Magnetic Ocean,93,1,2,Patrick Claher/Richard Bull,321123,10720741,0.99,1,93,
Deep Waters,93,1,2,Richard Bull,396460,13075359,0.99,1,93,
L'Arc En Ciel De Miles,93,1,2,Kevin Robinson/Richard Bull,242390,8053997,0.99,2,93,
Gypsy,93,1,2,Kevin Robinson,330997,11083374,0.99,0,93,
Journey Into Sunlight,93,1,2,Jean Paul Maunick,249756,8241177,0.99,0,93,
Sunchild,93,1,2,Graham Harvey,259970,8593143,0.99,0,93,
Millenium,93,1,2,Maxton Gig Beesley Jnr.,379167,12511939,0.99,1,93,
Thinking 'Bout Tomorrow,93,1,2,Fayyaz Virgi/Richard Bull,355395,11865384,0.99,1,93,
Jacob's Ladder,93,1,2,Julian Crampton,367647,12201595,0.99,1,93,
She Wears Black,93,1,2,G Harvey/R Hope-Taylor,528666,17617944,0.99,1,93,
Dark Side Of The Cog,93,1,2,Jean Paul Maunick,377155,12491122,0.99,0,93,
Different World,94,2,1,,258692,4383764,0.99,0,94,
These Colours Don't Run,94,2,1,,412152,6883500,0.99,1,94,
Brighter Than a Thousand Suns,94,2,1,,526255,8721490,0.99,1,94,
The Pilgrim,94,2,1,,307593,5172144,0.99,1,94,
The Longest Day,94,2,1,,467810,7785748,0.99,0,94,
Out of the Shadows,94,2,1,,336896,5647303,0.99,0,94,
The Reincarnation of Benjamin Breeg,94,2,1,,442106,7367736,0.99,0,94,
For the Greater Good of God,94,2,1,,564893,9367328,0.99,2,94,
Lord of Light,94,2,1,,444614,7393698,0.99,1,94,
The Legacy,94,2,1,,562966,9314287,0.99,0,94,
Hallowed Be Thy Name (Live) [Non Album Bonus Track],94,2,1,,431262,7205816,0.99,0,94,
The Number Of The Beast,95,1,3,Steve Harris,294635,4718897,0.99,0,95,
The Trooper,95,1,3,Steve Harris,235311,3766272,0.99,1,95,
Prowler,95,1,3,Steve Harris,255634,4091904,0.99,1,95,
Transylvania,95,1,3,Steve Harris,265874,4255744,0.99,1,95,
Remember Tomorrow,95,1,3,Paul Di'Anno/Steve Harris,352731,5648438,0.99,0,95,
Where Eagles Dare,95,1,3,Steve Harris,289358,4630528,0.99,1,95,
Sanctuary,95,1,3,David Murray/Paul Di'Anno/Steve Harris,293250,4694016,0.99,0,95,
Running Free,95,1,3,Paul Di'Anno/Steve Harris,228937,3663872,0.99,0,95,
Run To The Hilss,95,1,3,Steve Harris,237557,3803136,0.99,1,95,
2 Minutes To Midnight,95,1,3,Adrian Smith/Bruce Dickinson,337423,5400576,0.99,1,95,
Iron Maiden,95,1,3,Steve Harris,324623,5195776,0.99,1,95,
Hallowed Be Thy Name,95,1,3,Steve Harris,471849,7550976,0.99,0,95,
Be Quick Or Be Dead,96,1,3,Bruce Dickinson/Janick Gers,196911,3151872,0.99,0,96,
From Here To Eternity,96,1,3,Steve Harris,259866,4159488,0.99,0,96,
Can I Play With Madness,96,1,3,Adrian Smith/Bruce Dickinson/Steve Harris,282488,4521984,0.99,2,96,
Wasting Love,96,1,3,Bruce Dickinson/Janick Gers,347846,5566464,0.99,1,96,
Tailgunner,96,1,3,Bruce Dickinson/Steve Harris,249469,3993600,0.99,0,96,
The Evil That Men Do,96,1,3,Adrian Smith/Bruce Dickinson/Steve Harris,325929,5216256,0.99,0,96,
Afraid To Shoot Strangers,96,1,3,Steve Harris,407980,6529024,0.99,0,96,
Bring Your Daughter... To The Slaughter,96,1,3,Bruce Dickinson,317727,5085184,0.99,1,96,
Heaven Can Wait,96,1,3,Steve Harris,448574,7178240,0.99,1,96,
The Clairvoyant,96,1,3,Steve Harris,269871,4319232,0.99,0,96,
Fear Of The Dark,96,1,3,Steve Harris,431333,6906078,0.99,0,96,
The Wicker Man,97,1,1,Adrian Smith/Bruce Dickinson/Steve Harris,275539,11022464,0.99,1,97,
Ghost Of The Navigator,97,1,1,Bruce Dickinson/Janick Gers/Steve Harris,410070,16404608,0.99,1,97,
Brave New World,97,1,1,Bruce Dickinson/David Murray/Steve Harris,378984,15161472,0.99,0,97,
Blood Brothers,97,1,1,Steve Harris,434442,17379456,0.99,1,97,
The Mercenary,97,1,1,Janick Gers/Steve Harris,282488,11300992,0.99,0,97,
Dream Of Mirrors,97,1,1,Janick Gers/Steve Harris,561162,22448256,0.99,1,97,
The Fallen Angel,97,1,1,Adrian Smith/Steve Harris,240718,9629824,0.99,0,97,
The Nomad,97,1,1,David Murray/Steve Harris,546115,21846144,0.99,0,97,
Out Of The Silent Planet,97,1,1,Bruce Dickinson/Janick Gers/Steve Harris,385541,15423616,0.99,0,97,
The Thin Line Between Love & Hate,97,1,1,David Murray/Steve Harris,506801,20273280,0.99,2,97,
Wildest Dreams,98,1,13,Adrian Smith/Steve Harris,232777,9312384,0.99,1,98,
Rainmaker,98,1,13,Bruce Dickinson/David Murray/Steve Harris,228623,9146496,0.99,0,98,
No More Lies,98,1,13,Steve Harris,441782,17672320,0.99,0,98,
Montsegur,98,1,13,Bruce Dickinson/Janick Gers/Steve Harris,350484,14020736,0.99,0,98,
Dance Of Death,98,1,13,Janick Gers/Steve Harris,516649,20670727,0.99,1,98,
Gates Of Tomorrow,98,1,13,Bruce Dickinson/Janick Gers/Steve Harris,312032,12482688,0.99,1,98,
New Frontier,98,1,13,Adrian Smith/Bruce Dickinson/Nicko McBrain,304509,12181632,0.99,0,98,
Paschendale,98,1,13,Adrian Smith/Steve Harris,508107,20326528,0.99,0,98,
Face In The Sand,98,1,13,Adrian Smith/Bruce Dickinson/Steve Harris,391105,15648948,0.99,1,98,
Age Of Innocence,98,1,13,David Murray/Steve Harris,370468,14823478,0.99,1,98,
Journeyman,98,1,13,Bruce Dickinson/David Murray/Steve Harris,427023,17082496,0.99,0,98,
Be Quick Or Be Dead,99,1,1,Bruce Dickinson/Janick Gers,204512,8181888,0.99,0,99,
From Here To Eternity,99,1,1,Steve Harris,218357,8739038,0.99,0,99,
Afraid To Shoot Strangers,99,1,1,Steve Harris,416496,16664589,0.99,1,99,
Fear Is The Key,99,1,1,Bruce Dickinson/Janick Gers,335307,13414528,0.99,1,99,
Childhood's End,99,1,1,Steve Harris,280607,11225216,0.99,0,99,
Wasting Love,99,1,1,Bruce Dickinson/Janick Gers,350981,14041216,0.99,0,99,
The Fugitive,99,1,1,Steve Harris,294112,11765888,0.99,1,99,
Chains Of Misery,99,1,1,Bruce Dickinson/David Murray,217443,8700032,0.99,1,99,
The Apparition,99,1,1,Janick Gers/Steve Harris,234605,9386112,0.99,0,99,
Judas Be My Guide,99,1,1,Bruce Dickinson/David Murray,188786,7553152,0.99,0,99,
Weekend Warrior,99,1,1,Janick Gers/Steve Harris,339748,13594678,0.99,0,99,
Fear Of The Dark,99,1,1,Steve Harris,436976,17483789,0.99,1,99,
01 - Prowler,100,1,6,Steve Harris,236173,5668992,0.99,1,100,
02 - Sanctuary,100,1,6,David Murray/Paul Di'Anno/Steve Harris,196284,4712576,0.99,0,100,
03 - Remember Tomorrow,100,1,6,Harris/Paul Di´Anno,328620,7889024,0.99,0,100,
04 - Running Free,100,1,6,Harris/Paul Di´Anno,197276,4739122,0.99,1,100,
05 - Phantom of the Opera,100,1,6,Steve Harris,428016,10276872,0.99,1,100,
06 - Transylvania,100,1,6,Steve Harris,259343,6226048,0.99,0,100,
07 - Strange World,100,1,6,Steve Harris,332460,7981184,0.99,0,100,
08 - Charlotte the Harlot,100,1,6,Murray  Dave,252708,6066304,0.99,0,100,
09 - Iron Maiden,100,1,6,Steve Harris,216058,5189891,0.99,1,100,
The Ides Of March,101,1,13,Steve Harris,105926,2543744,0.99,1,101,
Wrathchild,101,1,13,Steve Harris,174471,4188288,0.99,0,101,
Murders In The Rue Morgue,101,1,13,Steve Harris,258377,6205786,0.99,0,101,
Another Life,101,1,13,Steve Harris,203049,4874368,0.99,1,101,
Genghis Khan,101,1,13,Steve Harris,187141,4493440,0.99,1,101,
Innocent Exile,101,1,13,Di´Anno/Harris,232515,5584861,0.99,0,101,
Killers,101,1,13,Steve Harris,300956,7227440,0.99,0,101,
Prodigal Son,101,1,13,Steve Harris,372349,8937600,0.99,0,101,
Purgatory,101,1,13,Steve Harris,200150,4804736,0.99,1,101,
Drifter,101,1,13,Steve Harris,288757,6934660,0.99,1,101,
Intro- Churchill S Speech,102,1,13,,48013,1154488,0.99,0,102,
Aces High,102,1,13,,276375,6635187,0.99,0,102,
2 Minutes To Midnight,102,1,3,Smith/Dickinson,366550,8799380,0.99,1,102,
The Trooper,102,1,3,Harris,268878,6455255,0.99,1,102,
Revelations,102,1,3,Dickinson,371826,8926021,0.99,0,102,
Flight Of Icarus,102,1,3,Smith/Dickinson,229982,5521744,0.99,0,102,
Rime Of The Ancient Mariner,102,1,3,,789472,18949518,0.99,0,102,
Powerslave,102,1,3,,454974,10921567,0.99,1,102,
The Number Of The Beast,102,1,3,Harris,275121,6605094,0.99,1,102,
Hallowed Be Thy Name,102,1,3,Harris,451422,10836304,0.99,0,102,
Iron Maiden,102,1,3,Harris,261955,6289117,0.99,0,102,
Run To The Hills,102,1,3,Harris,231627,5561241,0.99,1,102,
Running Free,102,1,3,Harris/Di Anno,204617,4912986,0.99,1,102,
Wrathchild,102,1,13,Steve Harris,183666,4410181,0.99,0,102,
Acacia Avenue,102,1,13,,379872,9119118,0.99,0,102,
Children Of The Damned,102,1,13,Steve Harris,278177,6678446,0.99,0,102,
Die With Your Boots On,102,1,13,Adrian Smith/Bruce Dickinson/Steve Harris,314174,7542367,0.99,1,102,
Phantom Of The Opera,102,1,13,Steve Harris,441155,10589917,0.99,1,102,
Be Quick Or Be Dead,103,1,1,,233142,5599853,0.99,0,103,
The Number Of The Beast,103,1,1,,294008,7060625,0.99,0,103,
Wrathchild,103,1,1,,174106,4182963,0.99,1,103,
From Here To Eternity,103,1,1,,284447,6831163,0.99,1,103,
Can I Play With Madness,103,1,1,,213106,5118995,0.99,0,103,
Wasting Love,103,1,1,,336953,8091301,0.99,0,103,
Tailgunner,103,1,1,,247640,5947795,0.99,0,103,
The Evil That Men Do,103,1,1,,478145,11479913,0.99,1,103,
Afraid To Shoot Strangers,103,1,1,,412525,9905048,0.99,1,103,
Fear Of The Dark,103,1,1,,431542,10361452,0.99,0,103,
Bring Your Daughter... To The Slaughter...,104,1,1,,376711,9045532,0.99,0,104,
The Clairvoyant,104,1,1,,262426,6302648,0.99,0,104,
Heaven Can Wait,104,1,1,,440555,10577743,0.99,1,104,
Run To The Hills,104,1,1,,235859,5665052,0.99,0,104,
2 Minutes To Midnight,104,1,1,Adrian Smith/Bruce Dickinson,338233,8122030,0.99,0,104,
Iron Maiden,104,1,1,,494602,11874875,0.99,0,104,
Hallowed Be Thy Name,104,1,1,,447791,10751410,0.99,2,104,
The Trooper,104,1,1,,232672,5588560,0.99,2,104,
Sanctuary,104,1,1,,318511,7648679,0.99,1,104,
Running Free,104,1,1,,474017,11380851,0.99,0,104,
Tailgunner,105,1,3,Bruce Dickinson/Steve Harris,255582,4089856,0.99,1,105,
Holy Smoke,105,1,3,Bruce Dickinson/Steve Harris,229459,3672064,0.99,1,105,
No Prayer For The Dying,105,1,3,Steve Harris,263941,4225024,0.99,1,105,
Public Enema Number One,105,1,3,Bruce Dickinson/David Murray,254197,4071587,0.99,0,105,
Fates Warning,105,1,3,David Murray/Steve Harris,250853,4018088,0.99,1,105,
The Assassin,105,1,3,Steve Harris,258768,4141056,0.99,1,105,
Run Silent Run Deep,105,1,3,Bruce Dickinson/Steve Harris,275408,4407296,0.99,2,105,
Hooks In You,105,1,3,Adrian Smith/Bruce Dickinson,247510,3960832,0.99,0,105,
Bring Your Daughter... ...To The Slaughter,105,1,3,Bruce Dickinson,284238,4548608,0.99,1,105,
Mother Russia,105,1,3,Steve Harris,332617,5322752,0.99,2,105,
Where Eagles Dare,106,1,3,Steve Harris,369554,5914624,0.99,2,106,
Revelations,106,1,3,Bruce Dickinson,408607,6539264,0.99,0,106,
Flight Of The Icarus,106,1,3,Adrian Smith/Bruce Dickinson,230269,3686400,0.99,0,106,
Die With Your Boots On,106,1,3,Adrian Smith/Bruce Dickinson/Steve Harris,325694,5212160,0.99,0,106,
The Trooper,106,1,3,Steve Harris,251454,4024320,0.99,1,106,
Still Life,106,1,3,David Murray/Steve Harris,294347,4710400,0.99,1,106,
Quest For Fire,106,1,3,Steve Harris,221309,3543040,0.99,0,106,
Sun And Steel,106,1,3,Adrian Smith/Bruce Dickinson,206367,3306324,0.99,0,106,
To Tame A Land,106,1,3,Steve Harris,445283,7129264,0.99,1,106,
Aces High,107,1,3,Harris,269531,6472088,0.99,2,107,
2 Minutes To Midnight,107,1,3,Smith/Dickinson,359810,8638809,0.99,1,107,
Losfer Words,107,1,3,Steve Harris,252891,6074756,0.99,1,107,
Flash of The Blade,107,1,3,Dickinson,242729,5828861,0.99,1,107,
Duelists,107,1,3,Steve Harris,366471,8800686,0.99,1,107,
Back in the Village,107,1,3,Dickinson/Smith,320548,7696518,0.99,1,107,
Powerslave,107,1,3,Dickinson,407823,9791106,0.99,1,107,
Rime of the Ancient Mariner,107,1,3,Harris,816509,19599577,0.99,1,107,
Intro,108,1,3,,115931,4638848,0.99,1,108,
The Wicker Man,108,1,3,Adrian Smith/Bruce Dickinson/Steve Harris,281782,11272320,0.99,1,108,
Ghost Of The Navigator,108,1,3,Bruce Dickinson/Janick Gers/Steve Harris,408607,16345216,0.99,1,108,
Brave New World,108,1,3,Bruce Dickinson/David Murray/Steve Harris,366785,14676148,0.99,1,108,
Wrathchild,108,1,3,Steve Harris,185808,7434368,0.99,1,108,
2 Minutes To Midnight,108,1,3,Adrian Smith/Bruce Dickinson,386821,15474816,0.99,0,108,
Blood Brothers,108,1,3,Steve Harris,435513,17422464,0.99,2,108,
Sign Of The Cross,108,1,3,Steve Harris,649116,25966720,0.99,1,108,
The Mercenary,108,1,3,Janick Gers/Steve Harris,282697,11309184,0.99,0,108,
The Trooper,108,1,3,Steve Harris,273528,10942592,0.99,0,108,
Dream Of Mirrors,109,1,1,Janick Gers/Steve Harris,578324,23134336,0.99,1,109,
The Clansman,109,1,1,Steve Harris,559203,22370432,0.99,0,109,
The Evil That Men Do,109,1,3,Adrian Smith/Bruce Dickinson/Steve Harris,280737,11231360,0.99,0,109,
Fear Of The Dark,109,1,1,Steve Harris,460695,18430080,0.99,1,109,
Iron Maiden,109,1,1,Steve Harris,351869,14076032,0.99,1,109,
The Number Of The Beast,109,1,1,Steve Harris,300434,12022107,0.99,2,109,
Hallowed Be Thy Name,109,1,1,Steve Harris,443977,17760384,0.99,1,109,
Sanctuary,109,1,1,David Murray/Paul Di'Anno/Steve Harris,317335,12695680,0.99,1,109,
Run To The Hills,109,1,1,Steve Harris,292179,11688064,0.99,1,109,
Moonchild,110,1,3,Adrian Smith; Bruce Dickinson,340767,8179151,0.99,2,110,
Infinite Dreams,110,1,3,Steve Harris,369005,8858669,0.99,0,110,
Can I Play With Madness,110,1,3,Adrian Smith; Bruce Dickinson; Steve Harris,211043,5067867,0.99,1,110,
The Evil That Men Do,110,1,3,Adrian Smith; Bruce Dickinson; Steve Harris,273998,6578930,0.99,1,110,
Seventh Son of a Seventh Son,110,1,3,Steve Harris,593580,14249000,0.99,1,110,
The Prophecy,110,1,3,Dave Murray; Steve Harris,305475,7334450,0.99,1,110,
The Clairvoyant,110,1,3,Adrian Smith; Bruce Dickinson; Steve Harris,267023,6411510,0.99,2,110,
Only the Good Die Young,110,1,3,Bruce Dickinson; Harris,280894,6744431,0.99,1,110,
Caught Somewhere in Time,111,1,3,Steve Harris,445779,10701149,0.99,1,111,
Wasted Years,111,1,3,Adrian Smith,307565,7384358,0.99,0,111,
Sea of Madness,111,1,3,Adrian Smith,341995,8210695,0.99,1,111,
Heaven Can Wait,111,1,3,Steve Harris,441417,10596431,0.99,1,111,
Stranger in a Strange Land,111,1,3,Adrian Smith,344502,8270899,0.99,1,111,
Alexander the Great,111,1,3,Steve Harris,515631,12377742,0.99,0,111,
De Ja Vu,111,1,3,David Murray/Steve Harris,296176,7113035,0.99,1,111,
The Loneliness of the Long Dis,111,1,3,Steve Harris,391314,9393598,0.99,0,111,
22 Acacia Avenue,112,1,3,Adrian Smith/Steve Harris,395572,5542516,0.99,0,112,
Children of the Damned,112,1,3,Steve Harris,274364,3845631,0.99,1,112,
Gangland,112,1,3,Adrian Smith/Clive Burr/Steve Harris,228440,3202866,0.99,2,112,
Hallowed Be Thy Name,112,1,3,Steve Harris,428669,6006107,0.99,1,112,
Invaders,112,1,3,Steve Harris,203180,2849181,0.99,1,112,
Run to the Hills,112,1,3,Steve Harris,228884,3209124,0.99,1,112,
The Number Of The Beast,112,1,1,Steve Harris,293407,11737216,0.99,1,112,
The Prisoner,112,1,3,Adrian Smith/Steve Harris,361299,5062906,0.99,2,112,
Sign Of The Cross,113,1,1,Steve Harris,678008,27121792,0.99,1,113,
Lord Of The Flies,113,1,1,Janick Gers/Steve Harris,303699,12148864,0.99,1,113,
Man On The Edge,113,1,1,Blaze Bayley/Janick Gers,253413,10137728,0.99,1,113,
Fortunes Of War,113,1,1,Steve Harris,443977,17760384,0.99,1,113,
Look For The Truth,113,1,1,Blaze Bayley/Janick Gers/Steve Harris,310230,12411008,0.99,0,113,
The Aftermath,113,1,1,Blaze Bayley/Janick Gers/Steve Harris,380786,15233152,0.99,2,113,
Judgement Of Heaven,113,1,1,Steve Harris,312476,12501120,0.99,2,113,
Blood On The World's Hands,113,1,1,Steve Harris,357799,14313600,0.99,1,113,
The Edge Of Darkness,113,1,1,Blaze Bayley/Janick Gers/Steve Harris,399333,15974528,0.99,0,113,
2 A.M.,113,1,1,Blaze Bayley/Janick Gers/Steve Harris,337658,13511087,0.99,1,113,
The Unbeliever,113,1,1,Janick Gers/Steve Harris,490422,19617920,0.99,1,113,
Futureal,114,1,1,Blaze Bayley/Steve Harris,175777,7032960,0.99,1,114,
The Angel And The Gambler,114,1,1,Steve Harris,592744,23711872,0.99,1,114,
Lightning Strikes Twice,114,1,1,David Murray/Steve Harris,290377,11616384,0.99,1,114,
The Clansman,114,1,1,Steve Harris,539689,21592327,0.99,0,114,
When Two Worlds Collide,114,1,1,Blaze Bayley/David Murray/Steve Harris,377312,15093888,0.99,0,114,
The Educated Fool,114,1,1,Steve Harris,404767,16191616,0.99,1,114,
Don't Look To The Eyes Of A Stranger,114,1,1,Steve Harris,483657,19347584,0.99,2,114,
Como Estais Amigos,114,1,1,Blaze Bayley/Janick Gers,330292,13213824,0.99,1,114,
Please Please Please,115,1,14,James Brown/Johnny Terry,165067,5394585,0.99,0,115,
